business_name,categories,address,latitude,longitude
Caveman Kitchen,"Burger Joint, Pizzeria, Peruvian Restaurant","2215 S Vermont Ave, Los Angeles, CA 90007",34.035917,-118.292003
37th St Early Education Center,Nursery School,"1204 W 36th Pl (Catalina St), Los Angeles, CA 90007",34.021791,-118.294637
California African American Museum,Museum,"600 State Dr, Los Angeles, CA 90037",34.01586,-118.283516
Ecosystems,Aquarium,"700 Exposition Park Dr, Los Angeles, CA 90037",34.015919,-118.286323
Autozone,Car Parts and Accessories,"2907 S Vermont Ave (at W. 29th St.), Los Angeles, CA 90007",34.028341,-118.292002
La Iglesia de Jesucristo de los Santos de los Últimos Días,Church,"3115 S Vermont Ave (at Jefferson Blvd), Los Angeles, CA 90007",34.026006,-118.292029
With Love Cmac,"Café, Coffee Shop, Sandwich Spot","1969 S Vermont Ave (btwn Cordova St & W 20th St), Los Angeles, CA 90007",34.038563,-118.29177
Orange Door Sushi,Sushi Restaurant,"1666 W Adams Blvd (Adams And Normandie), Los Angeles, CA 90007",34.03255,-118.299437
West Adams Preparatory High School,High School,"1500 W Washington Blvd, Los Angeles, CA 90007",34.039718,-118.28967
Subway,"Deli, Fast Food Restaurant","1625 W Washington Blvd (at S Vermont Ave), Los Angeles, CA 90007",34.040485,-118.292938
Rite Aid,Drugstore,"1815 S Vermont Ave (at Washington Blvd), Los Angeles, CA 90006",34.040753,-118.292024
Burger King,"Burger Joint, Fast Food Restaurant","1845 S Vermont Ave (Washington Blvd), Los Angeles, CA 90006",34.040244,-118.292085
Ye Eun Presbyterian Church,Church,"1401 W Washington Blvd, Los Angeles, CA 90007",34.040297,-118.286569
Autozone,Car Parts and Accessories,"1325 W Washington Blvd, Los Angeles, CA 90007",34.040319,-118.284942
18th Street Coffee House,,"1725 S Broadway, Los Angeles, CA 90015",34.037036,-118.300795
John Tracy Clinic,Non-Profit Organization,"806 W Adams Blvd, Los Angeles, CA 90007",34.029513,-118.280495
USC Community House,College and University,"2801 S Hoover St (28th St), Los Angeles, CA 90007",34.02918,-118.284308
St James Park,Park,"@ St James Park W, Los Angeles, CA 90007",34.030559,-118.280586
New Dawn Christian Village,Church,"2328 St James Pl (Adams / Figuroea), Los Angeles, CA 90007",34.031599,-118.278837
Casa De Rosas,Monument,"2600 S Hoover St, Los Angeles, CA 90007",34.031164,-118.283638
Enchanted Escape Room,Escape Room,"222 E 32nd St, Los Angeles, CA 90011",34.019121,-118.269833
Staples Center Luxury Suites,Stadium,"1111 S Figueroa St, Los Angeles, CA 90015",34.043123,-118.267239
LA Mart,Gift Store,"1933 S Broadway (at W Washington), Los Angeles, CA 90007",34.031208,-118.266522
Stephen Young,Retail,"1933 S Broadway, Los Angeles, CA 90007",34.031208,-118.266522
Foodie Con,Exhibit,"1933 S Broadway, Los Angeles, CA 90007",34.031208,-118.266522
Los Angeles School Police Department,Police Station,"1330 W Pico Blvd, Los Angeles, CA 90015",34.042449,-118.274088
First Evangelical Free Church,Church,"1356 Albany St, Los Angeles, CA 90015",34.041718,-118.274711
Pool at Los Angeles Downtown Marriott Hotel,Swimming Pool,"333 S Figueroa St, Los Angeles, CA 90071",34.054885,-118.255572
Camino Nuevo Miramar Campus,High School,"1215 Miramar St (3rd St), Los Angeles, CA 90026",34.057985,-118.257893
Umina Brothers,"Farmers Market, Fruit and Vegetable Store, Grocery Store","1601 E Olympic Blvd, Los Angeles, CA 90021",34.031103,-118.241761
Doux Vape,Vape Store,"3018 S Figueroa St, Los Angeles, CA 90007",34.024494,-118.277926
Trinity Park,"Park, Parking","Trinity St, Los Angeles, CA 90011",34.023928,-118.262779
Our House in the Middle of the Street,Furniture and Home Store,"440 E Adams Blvd, Los Angeles, CA 90011",34.02259,-118.26431
Hama Sushi,Sushi Restaurant,"347 E 2nd St (btwn Central Ave & San Pedro St), Los Angeles, CA 90012",34.04867,-118.240386
Japanese American National Museum,History Museum,"100 N Central Ave (at E First St.), Los Angeles, CA 90012",34.04965,-118.23857
Drago Centro,Italian Restaurant,"525 S Flower St (at 4th St), Los Angeles, CA 90071",34.051271,-118.257415
Jonathan Club,"Lounge, Bar","545 S Figueroa St (at W 6th St), Los Angeles, CA 90071",34.051403,-118.258479
City Club LA,"Music Venue, Restaurant","555 S Flower St, Los Angeles, CA 90071",34.050788,-118.257689
Library Bar,"Cocktail Bar, Lounge, American Restaurant","630 W 6th St (at Hope St), Los Angeles, CA 90017",34.049011,-118.256241
Lobby Lounge,"Cocktail Bar, Hotel Bar, Restaurant","900 Wilshire Blvd, Los Angeles, CA 90017",34.050093,-118.260223
K Bakery,"Bakery, Latin American Restaurant, Mexican Restaurant","1258 W Temple St (btw Edgeware & Bixel), Los Angeles, CA 90026",34.065924,-118.254149
Bar Flores,"Cocktail Bar, Restaurant","1542 W Sunset Blvd (Echo Park Ave), Los Angeles, CA 90026",34.076251,-118.256746
Lowboy,"Cocktail Bar, Burger Joint","1534 W Sunset Blvd, Los Angeles, CA 90026",34.076189,-118.256603
Sage Organic Vegan Bistro,Vegan and Vegetarian Restaurant,"1700 W Sunset Blvd (at Logan St), Los Angeles, CA 90026",34.077099,-118.258672
Stories Books & Cafe,Bookstore,"1716 W Sunset Blvd (at Logan St), Los Angeles, CA 90026",34.077183,-118.259169
Hey Hey,"Bubble Tea Shop, Tea Room, Restaurant","1555 W Sunset Blvd, Los Angeles, CA 90026",34.076833,-118.256544
Tacos Arizas,Mexican Restaurant,"W Sunset Blvd (at W Sunset Blvd), Los Angeles, CA 90026",34.077514,-118.258397
Masa of Echo Park Bakery & Cafe,"Pizzeria, Italian Restaurant","1800 W Sunset Blvd (at Lemoyne St), Los Angeles, CA 90026",34.077538,-118.259671
The Echo,"Music Venue, Dive Bar, Restaurant","1822 W Sunset Blvd (at Lemoyne St), Los Angeles, CA 90026",34.077627,-118.260027
El Prado,Wine Bar,"1805 W Sunset Blvd (at Lemoyne St), Los Angeles, CA 90026",34.077917,-118.259466
Echoplex,"Rock Club, Bar, Restaurant","1822 W Sunset Blvd (at Glendale Blvd), Los Angeles, CA 90026",34.077555,-118.260167
Stereoscope Coffee Company,Coffee Shop,"1501 W Sunset Blvd, Los Angeles, CA 90026",34.076133,-118.255258
Quarter Sheets Pizza,Pizzeria,"1305 Portia St, Los Angeles, CA 90026",34.07586,-118.254333
The Short Stop,"Dive Bar, Night Club","1455 W Sunset Blvd (at Sutherland St), Los Angeles, CA 90026",34.07538,-118.253545
Cosa Buona,"Pizzeria, Italian Restaurant","2100 W Sunset Blvd, Los Angeles, CA 90026",34.077326,-118.263913
Larchmont Bungalow Cafe,"Café, Restaurant","2110 W Sunset Blvd, Los Angeles, CA 90026",34.077217,-118.264124
Tierra Mia Coffee,"Bakery, Café, Coffee Shop","1202 N Alvarado St (at Sunset Blvd), Los Angeles, CA 90026",34.078139,-118.262867
The Semi-Tropic,"Cocktail Bar, Coffee Shop, Diner","1412 Glendale Blvd, Los Angeles, CA 90026",34.080034,-118.259859
Cinnaholic,"Bakery, American Restaurant, Vegan and Vegetarian Restaurant","2134 W Sunset Blvd, Los Angeles, CA 90026",34.077193,-118.264831
Roots & Rye,Dining and Drinking,"2134 W Sunset Blvd (Mohawk St), Los Angeles, CA 90026",34.077193,-118.264831
Mohawk Bend,"Beer Bar, Gastropub, New American Restaurant","2141 W Sunset Blvd (at Mohawk St), Los Angeles, CA 90026",34.077702,-118.26477
Ototo,"Sake Bar, Japanese Restaurant","1360 Allison Ave, Los Angeles, CA 90026",34.072775,-118.251586
Starbucks Reserve,Coffee Shop,"2134 W Sunset Blvd (Mohawk), Los Angeles, CA 90026",34.077161,-118.26476
Bar Bandini,"Wine Bar, American Restaurant","2150 W Sunset Blvd, Los Angeles, CA 90026",34.077272,-118.265469
Tsubaki,Japanese Restaurant,"1356 Allison Ave, Los Angeles, CA 90026",34.072775,-118.251586
Halliwell Manor,Music Venue,"1329 Carroll Ave, Los Angeles, CA 90026",34.06948,-118.254002
1642 Beer And Wine,"Arts and Entertainment, Bar, Restaurant","1642 W Temple St, Los Angeles, CA 90026",34.068218,-118.262258
Chipotle Mexican Grill,"Fast Food Restaurant, Mexican Restaurant","2134 W Sunset Blvd (mohawk), Los Angeles, CA 90026",34.077161,-118.26476
Subliminal Projects,Art Gallery,"1331 W Sunset Blvd (at Elysian Park Ave), Los Angeles, CA 90026",34.072304,-118.250516
The Habit Burger Grill,"Burger Joint, Fast Food Restaurant","2134 W Sunset Blvd, Echo Park, CA 90026",34.077234,-118.264619
Leo's Tacos Truck,"Fast Food Restaurant, Taco Restaurant, Street Food Gathering","415 Glendale Blvd, Los Angeles, CA 90026",34.06768,-118.261187
Bloom and Plume,Flower Store,"1638 W Temple St (Dawson St), Los Angeles, CA 90026",34.068218,-118.262258
Eightfold Coffee,"Coffee Shop, Restaurant","1294 W Sunset Blvd, Los Angeles, CA 90026",34.071244,-118.25085
Andante Coffee Roasters,"Café, Coffee Shop, Fast Food Restaurant","2201 W Sunset Blvd (Mohawk St), Los Angeles, CA 90026",34.077746,-118.265478
K9 Loft,"Pet Grooming Service, Pet Sitting and Boarding Service, Pet Supplies Store","2170 W Sunset Blvd (at Mohawk St), Los Angeles, CA 90026",34.077456,-118.266039
Esqueleto,"Fashion Accessories Store, Jewelry Store","1298 W Sunset Blvd, Los Angeles, CA 90026",34.071244,-118.25085
Guisados,"Taco Restaurant, South American Restaurant, Vegan and Vegetarian Restaurant","1261 W Sunset Blvd, Los Angeles, CA 90026",34.07025,-118.250266
House of Intuition,"Bar, Fast Food Restaurant","2237 W Sunset Blvd, Los Angeles, CA 90026",34.078433,-118.266128
Clark Street - Echo Park,"Bakery, Restaurant","311 Glendale Blvd, Los Angeles, CA 90026",34.066144,-118.260592
Grá,"Wine Bar, Pizzeria, Salad Restaurant","1524 Pizarro St, Los Angeles, CA 90026",34.066608,-118.260884
Domino's Pizza,"Pizzeria, Dining and Drinking","1381 W Sunset Blvd, Los Angeles, CA 90026",34.073533,-118.251176
Bar Henry,"Cocktail Bar, BBQ Joint","1228 W Sunset Blvd, Los Angeles, CA 90026",34.06905,-118.250739
Dab City Smokeshop,Retail,"1364 W Sunset Blvd, Los Angeles, CA 90026",34.073212,-118.251665
Sunset Tropical Fish,Pet Supplies Store,"1373 W Sunset Blvd (Douglas), Los Angeles, CA 90026",34.073465,-118.251175
Lento MKT,"Bakery, Deli, Vegan and Vegetarian Restaurant","1288 W Sunset Blvd (Innes Ave.), Los Angeles, CA 90026",34.070974,-118.250845
McDonald's,"Burger Joint, Fast Food Restaurant","405 N Alvarado St (at Temple St.), Los Angeles, CA 90026",34.070552,-118.268175
Filipino Christian Church,Church,"301 N Union Ave, Los Angeles, CA 90026",34.067672,-118.264371
Echo Ink,Tattoo Parlor,"1218 W Sunset Blvd, Los Angeles, CA 90026",34.068884,-118.250665
Yeastie Boys Bagels,"Bagel Shop, Restaurant","1294 W Sunset Blvd, Los Angeles, CA 90026",34.071244,-118.25085
Taco Zone Truck,Burrito Restaurant,"1342 N Alvarado St (at Montana St), Los Angeles, CA 90026",34.079648,-118.261267
Downtown LA Art Walk,Art Gallery,"4TH St, Los Angeles, CA 90013",34.0448,-118.241801
B & S Food Products,"Butcher, Gourmet Store, Grocery Store","107 S Myers St, Los Angeles, CA 90033",34.047399,-118.228971
Arc,"Advertising Agency, Print Store","934 Venice Blvd (Toberman), Los Angeles, CA 90015",34.040153,-118.276946
Empire Liquor Store,Liquor Store,"1100 E 22nd St, Los Angeles, CA 90011",34.023033,-118.255265
Domino's Pizza,Pizzeria,"2527 S San Pedro St, Los Angeles, CA 90011",34.022011,-118.26147
Burger King,"Burger Joint, Fast Food Restaurant","2511 S San Pedro St, Los Angeles, CA 90011",34.022291,-118.261192
Botanica San Judas,"Fruit and Vegetable Store, Grocery Store, Herbs and Spices Store","2414 S San Pedro St (25th St), Los Angeles, CA 90011",34.022662,-118.260209
Tip Y Toes,Nail Salon,"2313 Maple Ave, Los Angeles, CA 90011",34.02543,-118.264363
Subway,"Deli, Fast Food Restaurant","155 W Washington Blvd, Los Angeles, CA 90015",34.032133,-118.266185
Oluwatoyin Akintujoye MD - Universal Community Health,"Healthcare Clinic, Doctor's Office, Drugstore","2098 S Central Ave (E. 21st.), Los Angeles, CA 90011",34.022427,-118.252212
Superior Grocers - Downtown LA,Grocery Store,"2000 S Central Ave (at E. 20th St.), Los Angeles, CA 90011",34.022514,-118.251648
One Stop Liquor,Liquor Store,"2315 S Central Ave, Los Angeles, CA 90011",34.021007,-118.254166
Judah Ministries,Church,"2300 S Central Ave, Los Angeles, CA 90011",34.020548,-118.253733
Birrieria Gonzalez,Taco Restaurant,"2524 Maple Ave, Los Angeles, CA 90011",34.023679,-118.265109
Mexicali Meat Market,Grocery Store,"2623 S San Pedro St, Los Angeles, CA 90011",34.020977,-118.262017
Iglesia De Cristo Ministerios Juda,Church,"2300 S Central Ave, Los Angeles, CA 90011",34.020445,-118.253802
Hae Jang Chon Korean BBQ Restaurant,"BBQ Joint, Korean BBQ Restaurant","3821 W 6th St, Los Angeles, CA 90020",34.063875,-118.306043
Alchemist Coffee Project,"Coffee Shop, Dessert Shop","687 S Hobart Blvd, Los Angeles, CA 90005",34.06061,-118.305627
Caffe Concerto,"Wine Bar, Café, Italian Restaurant","610 S Serrano Ave (at W 6th St), Los Angeles, CA 90005",34.063055,-118.30631
Man Soo Korean BBQ,"BBQ Joint, Korean Restaurant","3429 W 8th St, Los Angeles, CA 90005",34.057866,-118.303807
Caine's Arcade,Arcade,"538 N Mission Rd (at Cesar Chavez Ave), Los Angeles, CA 90033",34.054583,-118.224573
All Time,"Café, Coffee Shop, American Restaurant","2040 Hillhurst Ave, Los Angeles, CA 90027",34.108884,-118.287222
Our Mother of Good Counsel Church,Church,"2060 N Vermont Ave (at Ambrose Ave), Los Angeles, CA 90027",34.109513,-118.291551
Yucas Hut,Mexican Restaurant,"2056 Hillhurst Ave (at Ambrose Ave.), Los Angeles, CA 90027",34.109137,-118.287263
Jasmine's Garden,Flower Store,"2030 Hillhurst Ave (Price), Los Angeles, CA 90027",34.108713,-118.28729
Blue Bottle Coffee,"Cafe, Coffee, and Tea House","2066 Hillhurst Ave, Los Angeles, CA 90027",34.10956,-118.287235
Lassen's Natural Foods & Vitamins,"Gourmet Store, Organic Grocery, Health Food Store","2080 Hillhurst Ave, Los Angeles, CA 90027",34.109767,-118.287097
McCall's Meat & Fish Company,"Butcher, Meat and Seafood Store","2117 Hillhurst Ave (at Ambrose Ave.), Los Angeles, CA 90027",34.110491,-118.287677
The Coffee Bean and Tea Leaf,"Cafe, Coffee, and Tea House","2081 Hillhurst Ave (at Ambrose Ave), Los Angeles, CA 90027",34.109847,-118.287736
Little Dom's,Italian Restaurant,"2128 Hillhurst Ave (at Avocado St), Los Angeles, CA 90027",34.110947,-118.28719
Starbucks,Coffee Shop,"2138 Hillhurst Ave, Los Angeles, CA 90027",34.111182,-118.287265
Stamp Proper Foods,"New American Restaurant, Sandwich Spot, Vegan and Vegetarian Restaurant","4500 Los Feliz Blvd (Hillhurst), Los Angeles, CA 90027",34.111469,-118.287766
Albertsons Pharmacy,Drugstore,"2035 Hillhurst Ave, Los Angeles, CA 90027",34.108761,-118.287857
Messhall Kitchen,"Bar, Gastropub, New American Restaurant","4500 Los Feliz Blvd, Los Angeles, CA 90027",34.111469,-118.287766
Sikh Temple Vermont Ave,Sikh Temple,"1966 N Vermont Ave, Los Angeles, CA 90027",34.107418,-118.291512
Allstate Pools & Spas,Swimming Pool,"4646 Los Feliz Blvd, Los Angeles, CA 90068",34.110608,-118.291147
Vons Pharmacy,Drugstore,"4520 W Sunset Blvd, Los Angeles, CA 90027",34.097056,-118.288061
Pool,Swimming Pool,"3400 Ben Lomond Pl (Ben Lomond & Rowena), Los Angeles, CA 90027",34.110578,-118.280247
Walgreens,Drugstore,"4616 De Longpre Ave, Los Angeles, CA 90027",34.096817,-118.290109
John Sowden House,Monument,"5121 Franklin Ave (at Normandie Ave), Los Angeles, CA 90027",34.105568,-118.301031
Legal Rx Drugstore,Drugstore,"5121 Franklin Ave, Los Angeles, CA 90027",34.105766,-118.301177
Glencairn Steps,Hiking Trail,"Los Angeles, CA 90027",34.11385,-118.295172
Magal BBQ,"BBQ Joint, Korean Restaurant","3460 W 8th St, Los Angeles, CA 90005",34.057418,-118.305991
The Wiltern,"Concert Hall, Music Venue, Theater","3790 Wilshire Blvd (at Western Ave), Los Angeles, CA 90010",34.061447,-118.308685
T-Mobile,Mobile Phone Store,"3674 W 3rd St, Los Angeles, CA 90020",34.068807,-118.296373
Marielas Taco,Mexican Restaurant,"3662 W 3rd St, Los Angeles, CA 90020",34.068723,-118.295876
Asian Mart,Grocery Store,"3732 W 3rd St, Los Angeles, CA 90020",34.068904,-118.297507
Jitlada Thai Restaurant,Thai Restaurant,"5233 W Sunset Blvd, Los Angeles, CA 90027",34.098569,-118.304013
Taqueria El Zarape,Mexican Restaurant,"5203 Fountain Ave (N Kingsley Dr), Los Angeles, CA 90029",34.095473,-118.302609
99 Cents Only Stores,Discount Store,"5270 W Sunset Blvd (at Hobart), Los Angeles, CA 90027",34.097687,-118.305057
Friends & Family,"Bakery, Café, American Restaurant","5150 Hollywood Blvd (at Winona Blvd), Los Angeles, CA 90027",34.101497,-118.30244
Jumbo's Clown Room,"Cocktail Bar, Lounge, Restaurant","5153 Hollywood Blvd (at N Western Ave), Los Angeles, CA 90027",34.102037,-118.302451
Sapp Coffee Shop,"Coffee Shop, Thai Restaurant","5183 Hollywood Blvd (at North Kingsley Dr), Los Angeles, CA 90027",34.10208,-118.303159
Pa Ord Noodle,Thai Restaurant,"5301 W Sunset Blvd (at N Hobart Blvd), Los Angeles, CA 90027",34.098599,-118.306065
Raw Cane Super Juice Bar,Restaurant,"5301 W Sunset Blvd (Hobart Ave), Los Angeles, CA 90027",34.098532,-118.306064
Lacha Somtum,Thai Restaurant,"5171 Hollywood Blvd, Los Angeles, CA 90027",34.101955,-118.302874
Harvard and Stone,"Night Club, Cocktail Bar, American Restaurant","5221 Hollywood Blvd (at N Harvard Blvd), Los Angeles, CA 90027",34.102005,-118.304361
Ruen Pair Thai Restaurant,Thai Restaurant,"5257 Hollywood Blvd (at N Hobart Blvd), Los Angeles, CA 90027",34.102002,-118.305422
Bhan Kanom Thai,Thai Restaurant,"5271 Hollywood Blvd (at N Hobart Blvd), Los Angeles, CA 90027",34.102154,-118.305921
Leo's Taco Truck,Mexican Restaurant,"W Sunset Blvd (at Western Ave), Los Angeles, CA 90028",34.098868,-118.310033
Jons Marketplace,"Grocery Store, Liquor Store","5315 Santa Monica Blvd (at N Hobart Blvd), Los Angeles, CA 90029",34.091227,-118.305147
Starbucks,Coffee Shop,"1277 N Western Ave, Los Angeles, CA 90029",34.094558,-118.309527
Target Optical,"Optometrist, Eyecare Store","5500 W Sunset Blvd (at N Western Ave), Los Angeles, CA 90028",34.097905,-118.30952
El Matador Taco Truck,Taco Restaurant,"1174 N Western Ave, Los Angeles, CA 90029",34.092722,-118.308855
Cafe Paris,"Café, Restaurant","5357 Santa Monica Blvd, Los Angeles, CA 90029",34.091031,-118.305922
Tacos Al Pastor,"Fast Food Restaurant, Taco Restaurant","5179 Santa Monica Blvd (N Kingsley Dr), Los Angeles, CA 90029",34.091018,-118.302383
GameStop,Video Games Store,"5533 W Sunset Blvd (at St Andrews Pl), Los Angeles, CA 90028",34.098308,-118.310589
Pollo Campero,"Fast Food Restaurant, Mexican Restaurant, Peruvian Restaurant","5547 W Sunset Blvd, Los Angeles, CA 90028",34.098356,-118.311156
Los Angeles Skate Co,Bicycle Store,"5401 Santa Monica Blvd, Los Angeles, CA 90029",34.091018,-118.307266
Elite Care Pharmacy,Drugstore,"5101 Santa Monica Blvd, Los Angeles, CA 90029",34.091306,-118.300903
J & J Grocery & Liquor,"Grocery Store, Liquor Store","5100 Santa Monica Blvd (at Normandie Ave), Los Angeles, CA 90029",34.09063,-118.30089
CJ Stafford Construction,Construction,"1815 N Harvard Blvd, Los Angeles, CA 90027",34.103935,-118.305247
Teknoir Clothing Store,Clothing Store,"1819 N Kingsley Dr, Los Angeles, CA 90027",34.104831,-118.303777
Mary's Secret Garden,Flower Store,"Los Angeles, CA 90027",34.103674,-118.30694
Sul & Beans,"Ice Cream Parlor, Fast Food Restaurant, Korean Restaurant","621 S Western Ave (at Wilshire Blvd), Los Angeles, CA 90005",34.062776,-118.309488
Bumsan Organic Milk Bar,"Ice Cream Parlor, Restaurant","534 S Western Ave (btwn W 5th St and W 6th St), Los Angeles, CA 90020",34.064418,-118.308954
Hwal A Kwang Jang,Korean Restaurant,"730 S Western Ave (8th), Los Angeles, CA 90005",34.058808,-118.308847
Sun Nong Dan,"Korean Restaurant, Soup Spot","710 S Western Ave, Los Angeles, CA 90005",34.059281,-118.308856
Southland Beer,"Beer Bar, Wine Bar, Spanish Restaurant","740 S Western Ave (8th St), Los Angeles, CA 90005",34.058371,-118.308768
Document Coffee Bar,"Café, Coffee Shop, Restaurant","3850 Wilshire Blvd, Los Angeles, CA 90010",34.061371,-118.311018
Seoul Pho,Vietnamese Restaurant,"450 S Western Ave (K-town), Los Angeles, CA 90020",34.065779,-118.308697
Han Bat Sul Lung Tang,"Korean Restaurant, Soup Spot","4163 W 5th St (at Western Ave), Los Angeles, CA 90020",34.065484,-118.309398
Koreatown Pizza Company,Pizzeria,"3881 Wilshire Blvd, Los Angeles, CA 90010",34.061974,-118.311171
Nothing But Coffee,Coffee Shop,"3952 Wilshire Blvd (S Gramercy Pl), Los Angeles, CA 90010",34.061437,-118.313
The Original Herbivore,"Sandwich Spot, Vegan and Vegetarian Restaurant","3959 Wilshire Blvd (Wilton Pl), Los Angeles, CA 90010",34.062135,-118.313367
Arado Japanese Restaurant,Sushi Restaurant,"4001 Wilshire Blvd, Los Angeles, CA 90010",34.062163,-118.314499
Yu Chun Chic Naeng Myun,Korean Restaurant,"3185 W Olympic Blvd (Serrano Ave), Los Angeles, CA 90006",34.052994,-118.305836
Kuishimbo Restaurant,Sushi Restaurant,"4001 Wilshire Blvd (Wilton Pl.), Los Angeles, CA 90010",34.062163,-118.314499
Cafe Americano,"Café, Coffee Shop, Restaurant","4003 Wilshire Blvd (wiltern), Los Angeles, CA 90010",34.062096,-118.314498
Awesome Coffee,"Café, Coffee Shop, Restaurant","3959 Wilshire Blvd (at S Gramercy Pl), Los Angeles, CA 90010",34.062135,-118.313367
Ktown Pho,"Japanese Restaurant, Soup Spot, Vietnamese Restaurant","974 S Western Ave, Los Angeles, CA 90006",34.053396,-118.308886
King Taco,Mexican Restaurant,"2020 W Pico Blvd (S Alvarado St), Los Angeles, CA 90006",34.046662,-118.282444
Happy Taco,"American Restaurant, Taco Restaurant","1309 S Hoover St, Los Angeles, CA 90006",34.047031,-118.284502
Ross Dress for Less,Clothing Store,"2021 W Pico Blvd, Los Angeles, CA 90006",34.047763,-118.281899
Primeira Igreja Batista Em Los Angeles,Church,"820 Venice Blvd, Los Angeles, CA 90015",34.039531,-118.275378
7-Eleven #38456,Convenience Store,"1360 S Figueroa St, Los Angeles, CA 90015",34.039014,-118.268719
Tacos Estrella,"Food Truck, Grocery Store","S Figueroa St (Hope Between Pico Blvd And Venice Blvd), Los Angeles, CA 90015",34.040006,-118.270364
Subway,"Deli, Fast Food Restaurant","1600 S Hoover St, Los Angeles, CA 90006",34.043337,-118.283725
Domino's Pizza,"Pizzeria, Fast Food Restaurant","1740 S Hoover St, Los Angeles, CA 90006",34.041949,-118.28377
Little Caesars Pizza,"Pizzeria, Fast Food Restaurant","1551 W 7th St, Los Angeles, CA 90017",34.053864,-118.270623
Burger King,"Burger Joint, Fast Food Restaurant","1830 W 8th St, Los Angeles, CA 90057",34.053424,-118.275567
Benjamin Mint,Hardware Store,"716 S Burlington Ave, Los Angeles, CA 90057",34.054272,-118.273531
Alliance Dr Olga Mohan High School,High School,"644 W 17th St, Los Angeles, CA 90015",34.036897,-118.272287
Jewel,Vegan and Vegetarian Restaurant,"654 N Hoover St, Los Angeles, CA 90004",34.083085,-118.284331
Bar Keeper,Liquor Store,"614 N Hoover St (Clinton St), Los Angeles, CA 90004",34.082139,-118.284313
Bellevue Recreation Center,Playground,"826 Lucile Ave, Los Angeles, CA 90026",34.084106,-118.283147
Sqirl,"Bakery, New American Restaurant","720 N Virgil Ave (at Marathon St), Los Angeles, CA 90029",34.08439,-118.28669
Las Glorias del Buen Comer,Mexican Restaurant,"620 Silver Lake Blvd (Bellevue Ave.), Los Angeles, CA 90026",34.078693,-118.278304
Don Felix Restaurant,"Peruvian Restaurant, Seafood Restaurant","305 N Virgil Ave (Beverly Blvd), Los Angeles, CA 90004",34.076661,-118.287252
Mikron Wine & Spirits,Liquor Store,"631 Silver Lake Blvd (at N Dillon St), Los Angeles, CA 90026",34.07913,-118.278383
Daybird,"Fried Chicken Joint, Sandwich Spot","240 N Virgil Ave, Los Angeles, CA 90004",34.075942,-118.286531
Muddy Paw Coffee Company,"Bakery, Coffee Shop, Restaurant","3320 W Sunset Blvd (Micheltorena), Los Angeles, CA 90026",34.086791,-118.275837
Music Box Steps,Monument,"923 N Vendome St, Los Angeles, CA 90026",34.083057,-118.275272
Dayglow,"Coffee Shop, Restaurant","3206 W Sunset Blvd (Descanso Dr), Los Angeles, CA 90026",34.085495,-118.275176
Night + Market Song,Thai Restaurant,"3322 W Sunset Blvd (at Micheltorena St), Los Angeles, CA 90026",34.08689,-118.27591
The Thirsty Crow,"Whisky Bar, Restaurant","2939 W Sunset Blvd (btwn Reno & Vendome), Los Angeles, CA 90026",34.083719,-118.273728
Silverlake Ramen,"Ramen Restaurant, Sushi Restaurant, Noodle Restaurant","2927 W Sunset Blvd, Los Angeles, CA 90026",34.083552,-118.273654
Alfred Coffee Silverlake,"Bakery, Coffee Shop, Restaurant","3337 1/2 W Sunset Blvd (Micheltorena), Los Angeles, CA 90026",34.087544,-118.275568
Lark Cake Shop,"Bakery, Cupcake Shop, Restaurant","3337 W Sunset Blvd, Los Angeles, CA 90026",34.087544,-118.275568
Micheltorena Stairs,Hiking Trail,"3324 W Sunset Blvd, Los Angeles, CA 90026",34.087025,-118.275913
The Virgil,"Cocktail Bar, Lounge, Restaurant","4519 Santa Monica Blvd (at Virgil Ave), Los Angeles, CA 90029",34.091039,-118.287028
Café Tropical,"Bakery, Café, Sandwich Spot","2900 W Sunset Blvd (at Parkman Ave), Los Angeles, CA 90026",34.082809,-118.27364
Fondas Electric,Electrician,"310 N Hoover St, Los Angeles, CA 90004",34.077034,-118.284288
Stark Waxing Studio,Hair Salon,"3335 W Sunset Blvd (at Micheltorena St), Los Angeles, CA 90026",34.087513,-118.275497
Kalaveras,"Cocktail Bar, Mexican Restaurant","401 Silver Lake Blvd (London), Los Angeles, CA 90026",34.077804,-118.280552
Silverlake Overpass,Speakeasy,"Los Angeles, CA 90004",34.076459,-118.283286
Courage Bagels,"Bagel Shop, Restaurant","777 N Virgil Ave (Monroe), Los Angeles, CA 90029",34.085426,-118.287064
Slammer,Bar,"3688 Beverly Blvd, Los Angeles, CA 90004",34.07613,-118.288941
T-Mobile,Mobile Phone Store,"908 N Vermont Ave, Los Angeles, CA 90029",34.088046,-118.2915
The Mexican Village,Mexican Restaurant,"3668 Beverly Blvd (Between Virgil and Vermont), Los Angeles, CA 90004",34.076077,-118.288515
Clare V,"Clothing Store, Fashion Accessories Store","3339 W Sunset Blvd (Micheltorena), Los Angeles, CA 90026",34.087544,-118.275568
El Pollo Loco,Fast Food Restaurant,"912 N Vermont Ave (Los Angeles City College), Los Angeles, CA 90029",34.088149,-118.291431
7-Eleven,Convenience Store,"4460 Santa Monica Blvd (N Virgil Ave), Los Angeles, CA 90029",34.090658,-118.286313
