business_name,categories,address,rating,latitude,longitude,review_count
Go Pocha,"Korean, Bars","401 S Vermont Ave, Los Angeles, CA 90020",4.0,34.06696,-118.29206,342
Dumpling House,"Korean, Dim Sum, Noodles","3525 W 3rd St, Ste 6, Los Angeles, CA 90020",4.0,34.06921,-118.29235,676
Pho Legend,"Noodles, Soup, Vietnamese","209 S Vermont Ave, Los Angeles, CA 90004",4.0,34.0700033815688,-118.291719248431,422
Kimbap Paradise,Korean,"401 S Vermont Ave, Ste 1&2, Los Angeles, CA 90020",4.0,34.06714923481676,-118.29210155090958,326
LA Tofu House,Korean,"401 S Vermont Ave, Unit 3, Los Angeles, CA 90020",4.5,34.06694263811813,-118.29217690362894,184
Sqirl,"American (New), Salad","720 N Virgil Ave, Ste 4, Los Angeles, CA 90029",4.0,34.084366,-118.286636,2308
Rikas Peruvian Cuisine,"Seafood, Peruvian, Chicken Shop","3553 W 3rd St, Los Angeles, CA 90020",4.0,34.06925,-118.2933,248
Prael,"Thai, Seafood, Noodles","4620 Melrose Ave, Los Angeles, CA 90029",4.0,34.08339,-118.30132,275
Richards Tacos,"Street Vendors, Mexican","3687 Council St, Los Angeles, CA 90004",5.0,34.0745582166494,-118.29179317107,22
Bé  Ù,"Vietnamese, Comfort Food, Sandwiches","557 N Hoover St, Los Angeles, CA 90004",4.5,34.081035,-118.284614,225
Don Felix Restaurant,Peruvian,"305 N Virgil Ave, Los Angeles, CA 90004",3.0,34.0766258,-118.2869568,597
Aladin Sweets & Market,"Indian, Bangladeshi, International Grocery","139 S Vermont Ave, Los Angeles, CA 90004",3.5,34.07156,-118.29206,223
Jewel,"Breakfast & Brunch, Vegan, Vegetarian","654 N Hoover St, Los Angeles, CA 90004",4.5,34.08307,-118.28427,359
Amalia's Restaurant,"Latin American, Spanish","4210 Beverly Blvd, Los Angeles, CA 90004",4.0,34.075934556324405,-118.3008845,223
Lock & Key,"Cocktail Bars, Pizza, Dance Clubs","239 S Vermont Ave, Los Angeles, CA 90004",3.5,34.06939,-118.29188,1225
Cafecito Organico Silver Lake,"Coffee & Tea, Cafes, Coffee Roasteries","534 N Hoover St, Los Angeles, CA 90004",4.0,34.08039,-118.28423,572
Rincon Chileno,"Latin American, Convenience Stores","4354 Melrose Ave, Los Angeles, CA 90029",4.0,34.0833797828261,-118.29575099895,218
Chinatown Express,Chinese,"4201 Beverly Blvd, Los Angeles, CA 90004",4.5,34.076665,-118.300666,115
L.A. Pupusa House,Salvadoran,"210 N Virgil Ave, Los Angeles, CA 90004",4.5,34.07536,-118.28661,17
Budonoki,"Izakaya, Sushi Bars, Beer Bar","654 N Virgil Ave, Los Angeles, CA 90004",4.5,34.08341535813718,-118.2866445,15
Thai Original BBQ & Restaurant,"Thai, Barbeque, Soup","4055 W 3rd St, Los Angeles, CA 90020",3.5,34.0691449,-118.30207,714
Mariela's Taco,Mexican,"3662 W 3rd St, Los Angeles, CA 90020",3.5,34.069114,-118.295933,488
Blue Bird Burgers,"Burgers, Chicken Wings, Sandwiches","3601 W 3rd St, Los Angeles, CA 90020",5.0,34.06918,-118.29441,103
Khun Dom Thai,Thai,"4681 Melrose Ave, Los Angeles, CA 90029",4.0,34.0836749,-118.3023606,226
Jim's Burgers,"Burgers, Breakfast & Brunch, American (Traditional)","3040 Beverly Blvd, Los Angeles, CA 90057",3.5,34.0715813857355,-118.282173904683,144
Ricas Crepas,"Creperies, Food Stands","301 S Vermont Ave, Los Angeles, CA 90020",4.5,34.068895195385,-118.291788333333,44
LA Fresh Poultry,"Halal, Butcher, Meat Shops","121 N Virgil Ave, Los Angeles, CA 90004",4.0,34.0742521,-118.2869435,66
Piara Pizza,Pizza,"4165 Beverly Blvd, Los Angeles, CA 90004",4.0,34.0766289,-118.30012,76
Seafood City Supermarket,"Filipino, Seafood Markets, International Grocery","134-140 S Vermont Ave, Los Angeles, CA 90004",3.0,34.0718049999881,-118.291625715236,102
Soopsok Karaoke & Restaurant,"Karaoke, Korean","4070 W 3rd St, Los Angeles, CA 90020",3.5,34.0687799,-118.30246,79
India's Curry Place,"Indian, Desserts, Seafood","311 N Virgil Ave, Los Angeles, CA 90004",4.0,34.0769176,-118.2869449,25
Don Lino's Mexican Food,Mexican,"3525 W 3rd St, Ste 4, Los Angeles, CA 90020",3.5,34.0693,-118.29253,66
La Morena Oaxaqueña Restaurant,Mexican,"3550 W 3rd St, Los Angeles, CA 90020",3.5,34.0689051,-118.2933359,99
El Rinconcito,"Breakfast & Brunch, Tacos","4165 Beverly Blvd, Los Angeles, CA 90004",4.5,34.07668,-118.30006,46
Sizzler,"Seafood, Steakhouses, American (Traditional)","400 S Vermont Ave, Los Angeles, CA 90020",3.0,34.066871986875825,-118.29137021165668,261
Voodoo Vin,Wine Bars,"713 N Virgil Ave, Los Angeles, CA 90029",4.0,34.08404,-118.28701,38
The Los Angeles Museum Of Love,Museums,"4320 Melrose Ave, Los Angeles, CA 90029",5.0,34.08339464329393,-118.2948692,158
Crimes of Passion,"Museums, Team Building Activities","4326 Melrose Ave, Los Angeles, CA 90029",4.5,34.08344,-118.29502,12
Shatto Recreation Center & Park,"Parks, Recreation Centers","3191 W 4th St, Los Angeles, CA 90020",3.5,34.0675295652084,-118.289596438408,17
Madison West Park,"Parks, Playgrounds","464 North Madison Ave, Los Angeles, CA 90004",1.0,34.07967,-118.288834,1
TOKKI - Korean Tapas,"Korean, Tapas/Small Plates, Cocktail Bars","3465 W 6th St, Los Angeles, CA 90020",4.5,34.063779,-118.297282,504
Baekjeong - Los Angeles,"Barbeque, Korean","3465 W 6th St, Ste 20, Los Angeles, CA 90020",4.5,34.06375298900917,-118.29728290552232,5004
Quarters Korean BBQ,"Korean, Barbeque, Tapas Bars","3465 W 6th St, C-130, Los Angeles, CA 90020",4.0,34.0640202245113,-118.297687050455,3637
Hangari Kalguksu,"Korean, Noodles","3470 W 6th St, Ste 9&10, Los Angeles, CA 90020",4.5,34.0628602582049,-118.297570301258,2599
Woo Hyang Woo,"Korean, Barbeque, Bars","3429 W 6th St, Los Angeles, CA 90020",4.5,34.063763,-118.296482,1061
Intercrew,"American (New), Lounges","3330 Wilshire Blvd, Los Angeles, CA 90010",4.5,34.06172,-118.29526,338
Escala,"Colombian, Gastropubs, Cocktail Bars","3451 W 6th St, Los Angeles, CA 90020",4.0,34.06373,-118.296869,1512
Cassell's Hamburgers,"American (Traditional), Burgers, Breakfast & Brunch","3600 W 6th St, Los Angeles, CA 90020",4.5,34.06333,-118.30072,1873
Bulgogi Hut,"Korean, Barbeque, Asian Fusion","3600 Wilshire Blvd, Ste 100C, Los Angeles, CA 90010",4.5,34.061564,-118.303271,3740
Paik's Noodle: Hong Kong Ban Jum 0410,"Korean, Noodles, Chinese","3470 W 6th St, Ste 11, Los Angeles, CA 90020",4.5,34.063022,-118.297506,827
Hanu Korean BBQ,"Korean, Barbeque","2999 W 6th St, Ste 104, Los Angeles, CA 90020",5.0,34.063925,-118.286693,1285
BCD Tofu House,Korean,"3575 Wilshire Blvd, Los Angeles, CA 90010",4.0,34.0620862485445,-118.302658449143,5036
Dan Sung Sa,"Korean, Tapas/Small Plates, Gastropubs","3317 W 6th St, Los Angeles, CA 90020",4.0,34.063852,-118.294609,1235
Concerto,"Italian, Cocktail Bars, Korean","610 S Serrano Ave, Los Angeles, CA 90005",4.0,34.063071,-118.306414,1413
Hae Jang Chon,"Korean, Barbeque","3821 W 6th St, Los Angeles, CA 90020",4.0,34.06383295052755,-118.30612569141432,5682
Ten-Raku,"Korean, Barbeque","4177 W 3rd St, Los Angeles, CA 90020",4.0,34.0692180404488,-118.30518295159,727
King Chang - LA,"Korean, Barbeque, Beer, Wine & Spirits","3732 W 6th St, Los Angeles, CA 90020",5.0,34.06329,-118.30372,380
Seoul Salon Restaurant & Bar,"Korean, Cocktail Bars, Pubs","3600 Wilshire Blvd, 100B, Los Angeles, CA 90005",4.5,34.0615366581542,-118.30373139056717,216
The Boiling Crab,"Seafood, Cajun/Creole","3377 Wilshire Blvd, Ste 115, Los Angeles, CA 90010",4.0,34.0624249247685,-118.297670715344,2537
Ham Ji Park,"Korean, Barbeque","3407 W 6th St, Ste 101C, Los Angeles, CA 90020",4.0,34.063757,-118.295838,1696
Sulga House of Beef Bone Soup,"Korean, Comfort Food, Soup","4451 Beverly Blvd, Los Angeles, CA 90004",5.0,34.07642,-118.30557,379
Yuk Dae Jang,"Korean, Comfort Food, Soup","3033 W 6th St, Ste 104-105, Los Angeles, CA 90020",4.5,34.0640411376953,-118.288063049316,743
Chadolpoong,"Korean, Soup, Comfort Food","3470 W 6th St, Ste 3, Los Angeles, CA 90020",4.5,34.06309,-118.29754,543
Ahgassi Gopchang,"Korean, Barbeque","3744 W 6th St, Los Angeles, CA 90005",4.5,34.0634067908259,-118.30388175744,2269
Louders,"Asian Fusion, Chicken Shop","3470 W 6th St, Los Angeles, CA 90020",4.5,34.06309,-118.29754,540
Yup Dduk LA,"Korean, Chicken Shop","3603 W 6th St, Los Angeles, CA 90020",4.5,34.064009,-118.3007013,2406
MUN Korean Steakhouse,"Bars, Korean, Steakhouses","3519 W 6th St, Los Angeles, CA 90020",4.5,34.0637,-118.29854,459
Noshi Sushi,"Sushi Bars, Japanese","4430 Beverly Blvd, Los Angeles, CA 90004",4.0,34.0761600290924,-118.305407725275,1728
Tokyo Hamburg,"Japanese, Korean, Beer Bar","600 S New Hampshire Ave, Los Angeles, CA 90005",4.0,34.0634850866332,-118.292769826949,644
Zzamong,"Korean, Chinese, Noodles","4255 W 3rd St, Los Angeles, CA 90004",4.0,34.069295,-118.307192,1384
Jopok Topokki,Korean,"3407 W 6th St, Los Angeles, CA 90020",4.5,34.063869876378284,-118.29570131165669,882
Umaya LA,"Japanese, Sushi Bars, Cocktail Bars","3322 Wilshire Blvd, Ste 100, Los Angeles, CA 90010",4.5,34.06159111629253,-118.29491211565644,110
Seong Buk Dong,Korean,"3303 W 6th St, Los Angeles, CA 90020",4.0,34.0637349,-118.2943728,1284
MDK Noodles,"Korean, Noodles, Soup","3630 Wilshire Blvd, Los Angeles, CA 90010",4.0,34.0615549821861,-118.304317495701,1670
CHD MANDU LA,Korean,"3377 Wilshire Blvd, Ste 104, Los Angeles, CA 90010",4.5,34.06229367,-118.29757617,271
Bullocks Wilshire,Landmarks & Historical Buildings,"3050 Wilshire Blvd, Los Angeles, CA 90010",4.5,34.06151,-118.28825,7
Titanic - The Exhibition,Art Museums,"4327 Beverly Blvd, Los Angeles, CA 90004",2.5,34.0764,-118.30316,126
Robert F. Kennedy Memorial Park,Parks,"3400 Wilshire Blvd, Los Angeles, CA 90010",2.0,34.0616351,-118.2976581,4
Wilshire Park Place,"Community Centers, Parks","3700 Wilshire Blvd, Ste 780, Los Angeles, CA 90010",2.0,34.06063809892626,-118.3071946,2
Gyu-Kaku Japanese BBQ,"Japanese, Asian Fusion, Barbeque","514 W 7th St, Los Angeles, CA 90014",4.0,34.04663,-118.25612,114
Ristorante Per L’Ora,"Italian, Venues & Event Spaces, Cocktail Bars","649 S Olive St, Los Angeles, CA 90014",4.0,34.046986,-118.255475,75
Shibumi,"Japanese, Bars","815 South Hill St, Los Angeles, CA 90014",3.5,34.04422,-118.256264,408
Tocaya - DTLA,"Mexican, Gluten-Free","801 S Olive St, B, Los Angeles, CA 90014",3.5,34.04511,-118.25734,367
Q Sushi,"Japanese, Sushi Bars","521 W 7th St, Los Angeles, CA 90014",4.0,34.047130803464874,-118.25610751389134,274
Hilltop Coffee and  Kitchen,"Coffee & Tea, Breakfast & Brunch","718 S Hill St, Los Angeles, CA 90014",4.5,34.04527,-118.25477,57
Clifton's Republic,"Bars, Venues & Event Spaces, Dance Clubs","648 S Broadway, Los Angeles, CA 90014",3.0,34.0454,-118.25294,2132
Silverback Coffee of Rwanda,"Coffee & Tea, Coffee Roasteries, Cafes","400 S Hope St, Ste 110, Los Angeles, CA 90071",4.5,34.0516159,-118.2540899,94
Mendocino Farms,"Sandwiches, Salad","444 S Flower St, Los Angeles, CA 90071",4.5,34.0515636,-118.2550713,820
Garcons de Cafe,"Wine Bars, French, Breakfast & Brunch","541 S Spring St, Spring Arcade Building, Los Angeles, CA 90013",4.5,34.04655,-118.25065,149
The Rooftop at The Wayfarer Downtown LA,"American (New), Cocktail Bars, Tiki Bars","813 Flower St, Los Angeles, CA 90017",3.5,34.0472242,-118.2609078,615
Oleego By Parks BBQ,"Asian Fusion, Barbeque, Korean","735 S Figueroa St, Ste 123, Los Angeles, CA 90017",4.0,34.0488316054685,-118.261067085983,370
The Melt,"Sandwiches, American (Traditional), Burgers","735 S Figueroa St, Ste 116, Downstairs inside Taste Food Hall, Los Angeles, CA 90017",4.0,34.0494118335266,-118.26082924232824,528
hanchic.,"Korean, Noodles, Comfort Food","2500 W 8th St, Ste 103, Los Angeles, CA 90057",4.5,34.056578,-118.282535,328
Chimmelier,"Chicken Shop, Chicken Wings, Korean","2500 W 8th St, Los Angeles, CA 90057",4.5,34.056597,-118.282569,169
Crispy School,"Burgers, American (New), Asian Fusion","526 S Occidental Blvd, Los Angeles, CA 90057",5.0,34.06410333,-118.283964,453
Olympic Cheonggukjang,"Korean, Comfort Food, Soup","2528 W Olympic Blvd, Ste 104, Los Angeles, CA 90006",4.5,34.05202,-118.28487,192
Pokémolé,"Poke, Sushi Bars","530 S Occidental Blvd, Los Angeles, CA 90057",4.0,34.063993,-118.283838,397
El Taurino,Tacos,"1104 S Hoover St, Los Angeles, CA 90006",3.5,34.051414,-118.283775,2300
Little Wang Kung,"Chinese, Seafood, Soup","691 S Hoover St, Los Angeles, CA 90005",4.0,34.0601856826038,-118.284562597992,101
Yoshinoya,"Japanese, Fast Food, Asian Fusion","642 S. Alvarado Street, Los Angeles, CA 90057",1.5,34.058037,-118.2755087,55
ABC Express,"Chinese, Noodles, Mexican","1822 W 7th St, Los Angeles, CA 90057",4.0,34.0552165,-118.2744046,14
Monty Bar,Bars,"1222 W 7th St, Los Angeles, CA 90017",4.0,34.0516873,-118.2666392,228
Los Molcajetes,Salvadoran,"695 S Hoover St, Los Angeles, CA 90005",3.5,34.060241,-118.284658,203
L A Metro Cafe,Restaurants,"1930 Wilshire Blvd, Los Angeles, CA 90057",5.0,34.0568656921387,-118.274627685547,3
Yongdudong Dokkaebi,"Korean, Seafood","1903 W Olympic Blvd, Los Angeles, CA 90006",5.0,34.051114,-118.277968,16
L.A. Kitchen,"Chinese, Bubble Tea, Ice Cream & Frozen Yogurt","696 S Alvarado St, Los Angeles, CA 90057",3.5,34.0565869194459,-118.276648744941,10
Jack in the Box,"Fast Food, Burgers, Tacos","1900 W 6th St, Los Angeles, CA 90057",1.5,34.0584593544661,-118.273010998964,63
Pollo Mundial,Mexican,"800 S Alvarado St, Los Angeles, CA 90057",4.0,34.0545871,-118.2774434,62
Jersey Mike's Subs,"Sandwiches, Fast Food, Delis","1609 Wilshire Blvd, Los Angeles, CA 90017",3.5,34.05554,-118.27045,105
LA Hwaluh,"Korean, Sushi Bars, Seafood","2707 W 8th St, Los Angeles, CA 90005",4.0,34.0578449,-118.2844334,46
El Saźon Del Campo,"New Mexican Cuisine, Breakfast & Brunch","2005 W 8th St, Los Angeles, CA 90057",4.0,34.05458,-118.27679,6
Lafayette Skate Park,Skate Parks,"625 S Lafayette Park Pl, Los Angeles, CA 90057",3.0,34.06256089307471,-118.2852237124794,8
Road To Seoul BBQ - Vermont,"Korean, Barbeque, Diners","703 S Vermont Ave, Los Angeles, CA 90005",4.5,34.0595,-118.2918,86
The Prince,"Bars, Korean","3198 1/2 W 7th, Los Angeles, CA 90005",3.5,34.059621,-118.295243,726
Boo's Philly Cheesesteaks,"Sandwiches, Cheesesteaks, American (New)","3377 Wilshire Blvd, Los Angeles, CA 90010",4.0,34.062046,-118.297417,772
HMS Bounty,"Bars, American (Traditional)","3357 Wilshire Blvd, Los Angeles, CA 90010",4.0,34.0619049,-118.29696,637
Roll Call - Koreatown,"Sushi Bars, Japanese, Chinese","3183 Wilshire Blvd, Ste 186, Los Angeles, CA 90010",4.5,34.0621719360352,-118.290420532227,580
Mochinut - Ktown,"Donuts, Hot Dogs, Fast Food","3064 W 8th St, Los Angeles, CA 90005",4.5,34.057489913652155,-118.29380713175476,245
Open Market,"Sandwiches, Coffee & Tea, Beer, Wine & Spirits","3339 Wilshire Blvd, Los Angeles, CA 90010",4.5,34.062057,-118.295621,172
Majangdong,"Korean, Barbeque","3063 W 8th St, Los Angeles, CA 90005",4.5,34.058,-118.29374,100
Kura Revolving Sushi Bar,"Conveyor Belt Sushi, Sushi Bars","3150 Wilshire Blvd, Ste 114, Los Angeles, CA 90010",4.0,34.0613,-118.2910184,137
Yipinchuan Lamb Kebab,"Chinese, Barbeque, Korean","3077 W 8th St, Los Angeles, CA 90005",4.5,34.05789,-118.29391,39
Baja's Grill,"Mexican, Venues & Event Spaces, Breakfast & Brunch","3250 Wilshire Blvd, Ste 103, Los Angeles, CA 90010",4.0,34.06121,-118.293202,101
Little Caesars Pizza,"Pizza, Fast Food","1551 West 7Th Street, Los Angeles, CA 90017",2.5,34.0538554026175,-118.270655545153,53
Morton's The Steakhouse,"Steakhouses, Seafood, Bars","735 S Figueroa St, Ste 207, Los Angeles, CA 90017",3.5,34.0490782,-118.2605872,873
Dekkadance,"Pizza, Seafood, Buffets","900 Wilshire Blvd, Fl 69, Los Angeles, CA 90017",3.5,34.0497511994474,-118.260578017197,485
Panda Express,"Fast Food, Chinese","1603 Wilshire Blvd., Los Angeles, CA 90017",2.0,34.055725,-118.270198,204
Spire 73,"Cocktail Bars, Lounges, Venues & Event Spaces","900 Wilshire Blvd, Fl 73, Los Angeles, CA 90017",3.0,34.05003,-118.25956,1061
It's Thai Casual Dining,Thai,"1055 Wilshire Blvd, Ste GND1, Los Angeles, CA 90017",4.0,34.05257461426029,-118.2627151,134
Yeems Coffee,"Coffee & Tea, Bakeries, Breakfast & Brunch","3033 W 6th St, Ste 107, Los Angeles, CA 90020",5.0,34.06385,-118.28817,299
Oh My Crab,"Seafood, Cajun/Creole, Chicken Wings","3000 W 6th St, Los Angeles, CA 90020",4.0,34.06355,-118.28741,368
Calic Bagel,"Bagels, Breakfast & Brunch, Coffee & Tea","2748 W 8th St, Ste 107, Los Angeles, CA 90005",5.0,34.057436704707776,-118.2858811327744,42
Shrine,"Karaoke, Korean","2999 W 6th St, Los Angeles, CA 90020",4.5,34.063925,-118.286693,379
Shin Chon Seolnongtang,"Korean, Soup, Comfort Food","3033 W 6th St, Ste 103, Los Angeles, CA 90020",4.5,34.064034,-118.288087,174
Moodaepo,"Korean, Barbeque, Bars","3014 W 7th St, Los Angeles, CA 90005",3.5,34.05955895018239,-118.28973281539326,2105
Hansoldoshirak,Korean,"2520 West 8th St, Ste 101, Los Angeles, CA 90057",4.5,34.056809,-118.283113,12
Arag Mongolian Cuisine,"Salad, Soup, Mongolian","3012 Wilshire Blvd, Los Angeles, CA 90010",5.0,34.06165,-118.2871,62
Levitt Pavilion Los Angeles - MacArthur Park,"Music Venues, Performing Arts","2230 W 6th St, Los Angeles, CA 90057",4.0,34.060144,-118.2780642,20
Red Room,"Wine Bars, Pop-Up Restaurants, Cocktail Bars","2580 W Olympic Blvd, Ste 2, Coffee MCO, Los Angeles, CA 90006",5.0,34.05224003482023,-118.2873901227442,16
Seorae Village Pork BBQ,"Korean, Barbeque","2585 W Olympic Blvd, Fl 2, Los Angeles, CA 90006",4.5,34.05258,-118.28726,77
Paseo Chapin,Latin American,"2220 W 7th St, Los Angeles, CA 90057",4.0,34.0571575,-118.278666,8
Cafe Mak,"Coffee & Tea, Desserts, Sandwiches","612 Shatto Pl, Los Angeles, CA 90005",3.5,34.06317,-118.28943,892
88 Restaurant,Korean,"2520 W 8th St, Ste109, Los Angeles, CA 90057",4.5,34.056847,-118.28302,18
Le Cafe Noir,Cafes,"500 S Virgil Ave, Los Angeles, CA 90020",4.5,34.06502468988647,-118.28667285937355,32
Bacari W. Adams,"Italian, Breakfast & Brunch, American (New)","2308 S Union Ave, Los Angeles, CA 90007",4.0,34.03447,-118.28341,1770
Ebaes,"Tapas/Small Plates, Ramen, Sushi Bars","2314 S Union Ave, Los Angeles, CA 90007",4.0,34.0344536304474,-118.283669427037,973
Nature's Brew,"Coffee & Tea, Sandwiches, Breakfast & Brunch","2316 S Union Ave, Los Angeles, CA 90007",4.0,34.0342569,-118.283559,678
KOBUNGA,"Korean, Barbeque","929 W Jefferson Blvd, Ste 1610, Los Angeles, CA 90089",4.5,34.025032,-118.285465,228
23rd Street Cafe,"Indian, Mexican, American (New)","936 W 23rd St, Los Angeles, CA 90007",4.0,34.033688,-118.28098,508
California Hot Chicken,Chicken Shop,"3335 S Figueroa St, Los Angeles, CA 90007",4.0,34.02342089869443,-118.2793667252364,149
CAVA,"Mediterranean, Salad","3201 S Hoover St, Ste 1840, Los Angeles, CA 90089",4.0,34.024927,-118.284457,387
Il Giardino,"Italian, Salad, Sandwiches","3201 S Hoover St, Los Angeles, CA 90089",4.0,34.02526762090076,-118.2841348,93
Honeybird,"Southern, Chicken Shop, Desserts","3201 S Hoover St, Ste 1835, Los Angeles, CA 90007",4.0,34.024758,-118.284446,218
Everytable,"Salad, Fast Food, Sandwiches","1101 W 23rd St, University Park, CA 90007",4.5,34.0350353531902,-118.283531060368,336
Greenleaf Kitchen and Cocktails,"American (New), Breakfast & Brunch, Salad","929 W Jefferson Blvd, Ste 1650, Los Angeles, CA 90007",3.5,34.02470447929366,-118.28531030366123,170
Study Hall,"Gastropubs, Burgers, Sandwiches","2827 S Hoover St, Los Angeles, CA 90007",4.0,34.02855983544469,-118.2843036171419,169
Dulce,"Coffee & Tea, Salad, Donuts","3096 McClintock Ave, Ste 1420, Los Angeles, CA 90007",4.0,34.025354,-118.285446,377
Viztango Cafe,"Italian, Pizza","3017 S Figueroa St, Los Angeles, CA 90007",3.0,34.024869,-118.278612,427
Armando's Lunch Truck,"Mexican, Food Trucks","3300 S Hoover St, USC's Main Campus, Los Angeles, CA 90007",4.5,34.02453,-118.28347,138
City Tacos,Mexican,"835 W Jefferson Blvd, Ste 1735, Los Angeles, CA 90089",4.0,34.02427981508186,-118.2846011593938,59
La Barca Restaurant,Mexican,"2414 S Vermont Ave, Los Angeles, CA 90007",4.0,34.0339201576781,-118.29148504989,1045
Shrine Auditorium and Expo Hall,Music Venues,"665 W Jefferson Blvd, Los Angeles, CA 90007",3.0,34.023569,-118.28138,436
The Fix on Wheels,"Food Trucks, Burgers","Los Angeles, CA 90007",4.5,34.02911,-118.28306,93
Rock and Reilly's USC Village,"Sports Bars, Gastropubs, Irish Pub","3201 S Hoover St, Ste 1810, Los Angeles, CA 90007",3.5,34.02428550255855,-118.28417236998976,251
Five Guys,"Burgers, Fast Food, Hot Dogs","530 W 27th St, Ste 101, Los Angeles, CA 90007",3.5,34.0271345494374,-118.27641364355216,225
Moreton Fig,"American (New), Cocktail Bars","3607 Trousdale Pkwy, Los Angeles, CA 90089",3.5,34.0197812799184,-118.286040828711,125
Ono Hawaiian BBQ,"Barbeque, Hawaiian","3010 S Figueroa St, Los Angeles, CA 90007",3.0,34.0245637,-118.2780347,259
Pete's Burgers,American (Traditional),"2400 S Hoover St, Los Angeles, CA 90007",3.5,34.03395,-118.28371,258
Blaze Pizza,"Salad, Pizza, Fast Food","3335 S Figueroa St, Los Angeles, CA 90007",3.5,34.0231904567859,-118.279516334918,530
Ramen Kenjo,"Ramen, Noodles, Soup","929 W Jefferson Blvd, Ste 1630, Los Angeles, CA 90089",4.0,34.024655035740786,-118.28567036322497,135
The Lab Gastropub,"Gastropubs, American (Traditional), Sports Bars","3500 S Figueroa Blvd, Los Angeles, CA 90007",3.0,34.019925,-118.280519,576
California Sushi & Teriyaki,Japanese,"2518 S Figueroa St, Los Angeles, CA 90007",3.5,34.028506,-118.2751824,175
Chinese Street Food,Chinese,"3201 S Hoover St, Ste 1870, Los Angeles, CA 90089",3.5,34.024892,-118.284315,45
The Berlin Truck,"German, Food Trucks","Los Angeles, CA 90007",3.0,34.02911,-118.28306,112
Panda Express,"Chinese, Fast Food","2828 S. Figueroa St., Los Angeles, CA 90007",2.5,34.02589,-118.27721,293
Soy Japanese Grill and Roll,"Japanese, Sushi Bars","2813 S Figueroa St, Los Angeles, CA 90007",2.5,34.0258249462924,-118.277949838233,208
Stout Burgers & Beers,"Burgers, American (New), Breakfast & Brunch","835 W Jefferson Blvd, Ste 1710, Los Angeles, CA 90089",4.0,34.02434466464038,-118.28497650479056,36
Qwench Juice Bar,"Juice Bars & Smoothies, Salad, Acai Bowls","2595 S Hoover St, Los Angeles, CA 90007",4.0,34.032061975820746,-118.28432940557418,82
McKay's,"American (New), Lounges, Coffee & Tea","3540 S Figueroa St, Los Angeles, CA 90007",3.0,34.0196583,-118.2812559,164
Velaslavasay Panorama,"Museums, Performing Arts, Botanical Gardens","1122 W 24th St, Los Angeles, CA 90007",4.0,34.03414,-118.28466,43
USC Fisher Museum of Art,Art Museums,"823 Exposition Blvd, University of Southern California, Los Angeles, CA 90089",4.0,34.0184749,-118.2871855,9
Widney Alumni House,Landmarks & Historical Buildings,"635 Childs Way, University of Southern California, Los Angeles, CA 90007",4.5,34.0191841824585,-118.282498383781,3
Hoover Recreation Park,Parks,"1010 W 25th St, Los Angeles, CA 90007",3.5,34.03238930669226,-118.28342806125528,5
Holbox,"Latin American, Seafood, Mexican","3655 S Grand Ave, Ste C9, Los Angeles, CA 90007",5.0,34.01741823002926,-118.27843182418148,941
Chichen Itza Restaurant,"Mexican, Sandwiches, Soup","3655 S Grand Ave, Ste C6, Los Angeles, CA 90007",4.5,34.017358,-118.278406,1409
Subway,"Fast Food, Sandwiches","2805 S Figueroa St, Los Angeles, CA 90007",3.0,34.0261151082303,-118.278047791867,53
Mercado La Paloma,"Latin American, Mexican, Breakfast & Brunch","3655 S Grand Ave, Los Angeles, CA 90007",4.5,34.017639,-118.278353,217
Chinatown Express 23,Chinese,"2811 S Figueroa St, Los Angeles, CA 90007",3.0,34.025949,-118.278032,54
Jack in the Box,"Burgers, Fast Food, Tacos","2921 S Figueroa St, Los Angeles, CA 90007",3.0,34.0254010898501,-118.278266787529,68
Gusina Saraba,"Desserts, Seafood","3655 S Grand Ave, Los Angeles, CA 90007",4.5,34.01726,-118.27819,29
Domino's Pizza,"Pizza, Chicken Wings, Sandwiches","2803 S Figueroa St, Los Angeles, CA 90007",2.0,34.0259075561273,-118.278050575593,104
Yoshinoya,"Japanese, Fast Food, Asian Fusion","3021 S. Figueroa St., Los Angeles, CA 90007",2.0,34.024787,-118.278414,116
KFC,"Fast Food, Chicken Wings, Chicken Shop","2809 S Figueroa, Los Angeles, CA 90007",2.0,34.026084,-118.278105,43
Carl's Jr,"Fast Food, Burgers","2912 S Figueroa, Los Angeles, CA 90007",2.0,34.02524814631326,-118.2774793926888,107
Piara Pizza,Pizza,"3020 S Figueroa St, Los Angeles, CA 90007",4.0,34.024422,-118.277733,10
Holy Basil,"Thai, Caterers, Seafood","718 S Los Angeles St, Unit A, Los Angeles, CA 90014",4.0,34.042728,-118.250771,261
Kashira Sushi,"Japanese, Sushi Bars","766 S Santee St, Los Angeles, CA 90010",4.0,34.04158,-118.25118,394
Anwar's Kitchen,"Mediterranean, Middle Eastern, Halal","217 E 8th St, Los Angeles, CA 90014",4.5,34.041642,-118.251556,256
TBLA Catering & Cafe,"American (New), Salad, Wraps","765 Santee St, Los Angeles, CA 90014",4.5,34.04184,-118.25141,203
Yuko Kitchen DTLA,"Japanese, Coffee & Tea, Noodles","101 W 5th St, Los Angeles, CA 90013",4.5,34.04709,-118.24865,508
